site_id,region,site_size,num_doctors,num_nurses,avg_patient_age,avg_patient_income,trial_success_rate,patient_enrollment_rate,previous_experience,site_rating,accessibility_score,site_type,bed_count,years_operational,training_quality,site_location,site_capacity
639,West,Medium,12,47.0,50,52317.0,0.8285000618238818,0.7324104625078408,High,Good,5,Research,139,7,Average,Suburban,Medium
640,Central,Medium,46,11.0,41,75739.0,0.7178523484428543,0.6309389385013654,High,Poor,1,Community,297,26,Good,Suburban,High
641,West,Medium,20,11.0,31,74785.0,0.5311426078435079,0.7197789336726166,Low,Excellent,3,Research,104,3,Good,Urban,Low
642,Central,Small,12,35.0,37,71980.0,0.882179276575227,0.943484166984448,Medium,Good,5,Research,197,2,Poor,Rural,High
643,Central,Small,5,22.0,29,63799.0,0.598784466796757,0.820389258340721,High,Poor,6,Research,258,6,Good,Urban,Low
644,East,Large,48,56.0,50,75183.0,0.8438581381410426,0.7456563312421551,High,Average,1,Teaching,66,21,Average,Suburban,High
645,Central,Small,9,40.0,27,69166.0,0.5675240023138257,0.6582884797240445,Medium,Average,9,Teaching,117,9,Good,Suburban,High
646,South,Small,7,43.0,31,59480.0,0.8415771528567412,0.945161879049293,Low,Excellent,3,Teaching,182,10,Average,Urban,Low
647,East,Large,5,48.0,63,41609.0,0.5052915251621176,0.887297153242095,High,Good,10,Research,237,4,Good,Rural,Medium
648,Central,Large,8,12.0,25,40717.0,0.7047121826277922,0.6985170558578218,Low,Average,3,Teaching,200,27,Excellent,Urban,Low
649,North,Large,44,17.0,41,59945.0,0.8077770317686228,0.6245240435024163,Low,Good,2,Teaching,223,3,Average,Urban,Medium
650,South,Small,39,32.0,67,65592.0,0.8739182069971134,0.6198189450821453,Low,Good,8,Teaching,101,9,Excellent,Urban,High
651,South,Small,36,23.0,49,68141.0,0.8636808544825949,0.6421323523269368,Low,Average,3,Research,187,24,Average,Rural,High
652,South,Large,46,36.0,27,70009.0,0.827849947819058,0.8032690042650475,High,Good,6,Research,223,22,Good,Urban,Low
653,East,Medium,38,38.0,39,85430.0,0.8552765398645217,0.9250671974219222,High,Average,2,Research,205,17,Excellent,Urban,Low
654,Central,Large,47,48.0,53,46782.0,0.5796878743348306,0.7738601998020945,Low,Excellent,7,Teaching,146,14,Good,Suburban,Medium
655,Central,Medium,29,48.0,67,66536.0,0.6136737182846915,0.895030918859669,Low,Poor,4,Community,220,10,Average,Urban,Medium
656,North,Medium,14,10.0,56,73816.0,0.6155874099684234,0.7560603169509327,Medium,Poor,9,Teaching,203,13,Excellent,Suburban,Medium
657,North,Large,25,26.0,50,65933.0,0.6508215724006795,0.8480042410187387,Medium,Excellent,10,Teaching,232,12,Poor,Suburban,Low
658,South,Large,43,50.0,40,51618.0,0.6573282681540755,0.8561554580502753,Medium,Average,9,Research,291,27,Good,Suburban,High
659,North,Large,31,,49,,0.7178221298618702,0.6608872970661686,High,Average,7,Research,97,1,Average,Rural,Low
660,East,Small,31,22.0,52,66671.0,0.5639519053465766,0.726425620641534,Medium,Average,8,Teaching,78,28,Excellent,Suburban,High
661,Central,Medium,6,30.0,33,80673.0,0.7764986655143957,0.8230557547883084,High,Average,3,Teaching,76,22,Good,Urban,Low
662,South,Small,45,28.0,25,82761.0,0.5670266157218026,0.6247438128645282,High,Excellent,5,Community,195,29,Excellent,Urban,Low
663,North,Small,17,28.0,53,50338.0,0.6241233928418191,0.7265390657170347,High,Poor,2,Community,153,19,Good,Suburban,Medium
664,East,Large,13,34.0,46,78346.0,0.7013380522424616,0.7871798131984173,High,Good,10,Research,109,19,Good,Suburban,High
665,East,Small,40,31.0,40,86602.0,0.818576224609391,0.9486785725656235,Medium,Good,7,Community,251,6,Good,Urban,Low
666,North,Large,26,40.0,65,46548.0,0.7957876932954909,0.7660867469178543,Low,Poor,8,Community,299,13,Excellent,Suburban,Low
667,Central,Medium,46,,68,,0.7582137425642089,0.8856198649900132,Low,Excellent,9,Research,155,19,Excellent,Rural,High
668,North,Large,30,32.0,65,61164.0,0.562309304232068,0.7512235497733162,Low,Good,7,Community,118,13,Good,Suburban,Low
669,South,Small,16,41.0,31,67526.0,0.7188181382462311,0.8787367529168981,Medium,Poor,10,Teaching,251,27,Poor,Rural,High
670,North,Small,21,19.0,38,71222.0,0.5349786007199542,0.808395180567038,Low,Excellent,10,Community,163,26,Poor,Rural,Medium
671,East,Large,18,19.0,53,60176.0,0.6509452707186603,0.9103084045258394,Medium,Good,8,Research,70,22,Poor,Rural,Medium
672,North,Large,18,45.0,43,42941.0,0.6654066121159836,0.7438298933225385,Medium,Average,9,Teaching,201,21,Average,Suburban,High
673,Central,Small,38,17.0,43,45695.0,0.5159245757783015,0.8115065469375176,Medium,Average,6,Community,151,4,Poor,Rural,Medium
674,West,Medium,24,29.0,26,79169.0,0.6095952397879887,0.8205065382165895,Low,Excellent,10,Teaching,180,24,Excellent,Rural,High
675,North,Medium,15,41.0,65,87947.0,0.8822597869065958,0.7460840296301656,Low,Average,2,Teaching,281,2,Poor,Suburban,Low
676,Central,Large,20,59.0,69,87224.0,0.8814530431318759,0.6505092152906184,Low,Excellent,2,Community,144,15,Excellent,Rural,Low
677,Central,Medium,35,23.0,39,85865.0,0.6409308217010157,0.6327457924193174,High,Poor,4,Community,239,12,Average,Suburban,High
678,East,Small,10,59.0,27,65553.0,0.5172400435793296,0.6058350427098715,Medium,Poor,9,Research,154,27,Excellent,Urban,Low
679,Central,Large,23,37.0,35,78965.0,0.5716379757312726,0.9057369924858251,High,Good,7,Research,278,7,Excellent,Rural,Medium
680,Central,Small,41,55.0,54,78218.0,0.6568871173734161,0.6827662192835431,Medium,Excellent,2,Teaching,174,20,Excellent,Suburban,Low
681,Central,Small,8,33.0,64,65359.0,0.879111879187692,0.6740273622486188,Low,Good,8,Research,51,18,Poor,Urban,Low
682,Central,Medium,8,24.0,42,64816.0,0.556479625414874,0.8576123901491228,Medium,Good,7,Teaching,115,23,Good,Rural,High
683,South,Large,24,31.0,26,48378.0,0.8054063374672848,0.712005639580587,Medium,Poor,9,Teaching,280,13,Excellent,Rural,Medium
684,South,Large,14,39.0,56,41881.0,0.5434730157498768,0.7771156423441428,High,Good,8,Research,162,17,Poor,Suburban,Low
685,East,Medium,28,,32,,0.8925030309565107,0.6568788728541097,Medium,Average,3,Research,219,4,Poor,Urban,Low
686,North,Small,39,22.0,46,87365.0,0.652646599643654,0.9359110025116892,Low,Good,1,Research,285,25,Poor,Suburban,High
687,Central,Small,30,32.0,30,53675.0,0.8100938155596225,0.8980534900060331,Medium,Excellent,2,Community,211,14,Good,Rural,High
688,North,Small,41,17.0,36,44586.0,0.6370364331244527,0.9023263680377511,Medium,Average,2,Teaching,91,20,Good,Rural,Medium
689,North,Small,42,27.0,64,65006.0,0.7510675508635235,0.7423708120002018,Medium,Poor,4,Teaching,69,28,Good,Rural,Low
690,East,Large,25,21.0,60,81198.0,0.5768064338960147,0.8668264247975104,High,Excellent,6,Teaching,146,13,Good,Rural,High
691,Central,Large,44,,39,,0.558408407718785,0.650356654386423,Medium,Average,4,Research,117,3,Average,Urban,High
692,Central,Medium,43,23.0,52,75113.0,0.8752256558272525,0.6030166509071231,Medium,Excellent,9,Research,222,26,Good,Urban,High
693,West,Medium,25,43.0,69,56459.0,0.8670589111617735,0.6069905264023098,High,Average,4,Research,285,26,Good,Suburban,Medium
694,North,Large,14,27.0,42,72443.0,0.854987576085153,0.8053106080915962,High,Excellent,6,Research,124,18,Good,Suburban,High
695,North,Large,42,43.0,26,82316.0,0.7501733800666375,0.7593882168367793,High,Excellent,6,Research,174,14,Excellent,Suburban,Medium
696,South,Small,8,20.0,37,70595.0,0.8233072844865112,0.7813053721179819,High,Average,10,Community,219,15,Excellent,Rural,Medium
697,West,Small,49,50.0,69,45877.0,0.52761477476455,0.6026120991460268,Low,Poor,10,Research,96,3,Good,Suburban,Low
698,South,Medium,24,21.0,39,79553.0,0.6339156167562716,0.747940316880099,Low,Poor,1,Teaching,54,1,Average,Urban,Low
699,South,Large,21,58.0,44,88601.0,0.6254812499028625,0.8513238564203012,Medium,Excellent,8,Research,266,26,Excellent,Suburban,Medium
700,South,Medium,11,24.0,53,44922.0,0.7542581287810453,0.7549427956886026,Low,Excellent,3,Teaching,98,24,Poor,Suburban,Low
701,East,Large,8,40.0,66,44686.0,0.6423831093882562,0.8562767222092778,Medium,Poor,6,Research,173,17,Excellent,Urban,Low
702,East,Small,33,58.0,53,72766.0,0.5594027126574723,0.6815566375388922,Low,Poor,3,Research,86,3,Poor,Urban,High
703,South,Medium,18,38.0,27,54407.0,0.7385868301654175,0.8845997015686038,High,Good,2,Teaching,211,14,Excellent,Rural,Low
704,West,Medium,7,,43,,0.8257535682676327,0.8059509341587083,High,Poor,5,Teaching,250,3,Good,Urban,Medium
705,North,Large,28,27.0,27,71422.0,0.6528493977839893,0.6737670848004671,Low,Excellent,1,Teaching,247,13,Excellent,Urban,Low
706,West,Small,41,41.0,38,52205.0,0.5529074860393927,0.6828521665488415,Low,Average,9,Teaching,195,15,Good,Suburban,High
707,Central,Medium,20,31.0,64,61054.0,0.5786752789251293,0.819810662599338,Medium,Poor,7,Community,255,18,Good,Urban,Medium
708,East,Small,8,47.0,28,63527.0,0.5949933220677536,0.8904788576243552,Medium,Good,3,Teaching,68,14,Excellent,Rural,Low
709,North,Medium,28,26.0,35,85947.0,0.6199590371978145,0.7454697237102043,Medium,Good,4,Research,255,21,Poor,Suburban,Medium
710,North,Small,38,32.0,55,58443.0,0.7571180282025236,0.6904051501946572,High,Good,6,Research,89,26,Poor,Rural,Low
711,Central,Large,34,33.0,67,56524.0,0.7403781938150876,0.9034540624187102,High,Average,3,Community,66,3,Excellent,Urban,High
712,Central,Medium,22,59.0,56,68202.0,0.7784319446268158,0.8342439021127922,High,Poor,7,Teaching,237,19,Good,Rural,Low
713,South,Medium,23,17.0,51,40016.0,0.6450007938126052,0.7568299205490767,High,Poor,6,Research,148,8,Poor,Rural,Medium
714,East,Small,35,50.0,54,86142.0,0.8295990607519914,0.7707650683477556,Medium,Poor,9,Community,142,4,Average,Urban,Medium
715,East,Small,23,15.0,67,56848.0,0.5816350644623041,0.6714897637777387,High,Average,5,Research,91,4,Good,Urban,Medium
716,West,Medium,23,14.0,26,60855.0,0.6876162990072616,0.8193809205226954,High,Average,4,Community,258,19,Excellent,Suburban,Low
717,South,Large,26,53.0,33,58211.0,0.8203754886165722,0.725559878690011,High,Excellent,3,Community,172,11,Good,Suburban,Low
718,South,Small,28,38.0,52,65095.0,0.5720634590930477,0.9484758118360221,High,Good,10,Teaching,156,1,Average,Suburban,Low
719,South,Small,49,37.0,55,78724.0,0.5439452454963132,0.7680642303416607,Low,Good,1,Community,121,8,Average,Urban,High
720,South,Small,16,20.0,58,89241.0,0.8534735870751959,0.7700599621663646,Medium,Poor,3,Research,114,15,Poor,Rural,High
721,East,Medium,34,10.0,39,77583.0,0.6371718651036784,0.7980481255937351,Medium,Average,3,Research,158,1,Average,Rural,High
722,East,Medium,42,52.0,49,42843.0,0.7735480499636128,0.9208646010915613,High,Average,7,Teaching,102,7,Good,Suburban,Medium
723,South,Medium,35,28.0,60,69301.0,0.5101394417055753,0.8802863349509126,Low,Poor,7,Teaching,277,21,Poor,Suburban,Medium
724,West,Medium,40,18.0,32,66460.0,0.7760187553637798,0.7578955244292445,Medium,Poor,1,Community,184,20,Average,Urban,Medium
725,North,Large,23,36.0,33,71918.0,0.6264405246187882,0.8515447430904786,Medium,Excellent,3,Teaching,287,20,Poor,Rural,Medium
726,North,Large,49,43.0,61,68747.0,0.5222963414349767,0.8051824245732666,High,Good,8,Research,182,24,Poor,Suburban,Medium
727,West,Medium,40,53.0,69,55972.0,0.7439251046192468,0.7723284670454371,High,Good,9,Research,73,11,Excellent,Urban,Low
728,South,Large,34,13.0,63,68310.0,0.5963215264292693,0.6673105204745227,Medium,Good,7,Teaching,77,27,Poor,Suburban,Medium
729,East,Small,37,45.0,56,62927.0,0.654722896820752,0.7623776922092118,Medium,Excellent,7,Teaching,111,29,Poor,Urban,Low
730,North,Small,22,27.0,41,41094.0,0.5322323249146055,0.6860365054579011,Low,Poor,8,Teaching,284,14,Average,Rural,High
731,Central,Small,32,24.0,59,78892.0,0.5588653004379781,0.9201947524480791,Medium,Poor,6,Community,66,22,Good,Urban,High
732,Central,Medium,15,22.0,61,74172.0,0.6191908941983375,0.7173923847237214,Medium,Good,3,Community,278,16,Good,Suburban,High
733,West,Small,49,28.0,43,63324.0,0.5359038002240628,0.9332924050866802,High,Good,1,Research,69,14,Average,Suburban,High
734,South,Large,37,58.0,68,60674.0,0.8643305058745261,0.7865693515331489,Medium,Excellent,7,Community,52,12,Good,Rural,High
735,North,Medium,21,15.0,53,43982.0,0.5024188172735914,0.8210405325366561,High,Average,1,Community,214,17,Poor,Rural,Medium
736,South,Large,10,57.0,31,85283.0,0.6935440875457246,0.7900291555712646,Medium,Average,1,Community,267,14,Excellent,Suburban,Medium
737,North,Small,8,21.0,52,55790.0,0.5492989832530206,0.6452832159383453,Medium,Good,9,Community,192,10,Poor,Suburban,Medium
738,West,Small,24,46.0,33,52205.0,0.6230716357911794,0.7315374266527793,Medium,Excellent,10,Research,100,24,Poor,Suburban,High
739,West,Small,31,26.0,52,64338.0,0.8704238239273062,0.6347011392971683,Low,Good,7,Teaching,225,29,Excellent,Rural,High
740,Central,Medium,19,32.0,30,52748.0,0.5646778213095948,0.8180339154641836,High,Average,4,Research,185,14,Average,Suburban,Low
741,South,Large,10,35.0,53,61097.0,0.8863329278873331,0.7564059683201536,Low,Good,6,Community,190,18,Poor,Rural,Medium
742,Central,Medium,18,38.0,41,43092.0,0.5823177507957686,0.8722947400498278,Medium,Average,1,Teaching,225,22,Poor,Suburban,High
743,South,Medium,15,42.0,40,62692.0,0.7966264433867318,0.6771646683497794,Low,Average,7,Teaching,52,9,Average,Urban,High
744,Central,Small,43,,47,,0.7186709059589247,0.6575981204502672,High,Average,6,Teaching,242,17,Poor,Urban,High
745,East,Medium,13,34.0,55,64860.0,0.8537914910387037,0.7422162808373187,Medium,Poor,4,Research,122,6,Poor,Suburban,Low
746,East,Medium,30,19.0,27,53971.0,0.7215973022012524,0.9243048841264334,Low,Poor,7,Teaching,208,8,Good,Urban,High
747,East,Small,20,56.0,45,54616.0,0.7138236876625235,0.8486476352543441,Low,Good,3,Research,154,26,Average,Rural,Low
748,East,Medium,9,32.0,50,44933.0,0.5781832001473599,0.7466232686775215,High,Average,1,Research,167,13,Poor,Urban,Low
749,North,Small,14,30.0,60,44926.0,0.5664917448206634,0.7810452594140087,Low,Poor,4,Community,203,18,Poor,Urban,Medium
750,East,Small,7,30.0,66,65763.0,0.8665956604462057,0.6294745539119844,High,Good,3,Community,258,5,Excellent,Rural,High
751,West,Small,17,52.0,61,43969.0,0.6311352795400136,0.9446015637316396,Medium,Good,1,Teaching,233,6,Excellent,Urban,Low
752,West,Small,47,22.0,46,75733.0,0.6488329019851584,0.8332425566432216,Medium,Good,2,Teaching,83,21,Excellent,Urban,High
753,North,Medium,34,46.0,66,44319.0,0.8039294633713554,0.6998914239621978,Low,Good,5,Community,186,19,Poor,Suburban,Medium
754,East,Small,49,42.0,36,81743.0,0.6355293929691229,0.8050329379753355,Medium,Good,8,Research,111,4,Poor,Rural,Medium
755,East,Small,10,33.0,66,79876.0,0.880824978655601,0.6383188281241479,Medium,Excellent,1,Research,169,7,Excellent,Rural,Low
756,East,Medium,21,53.0,37,81909.0,0.7951711075995201,0.9380428340826542,Low,Average,4,Community,164,4,Good,Suburban,Medium
757,Central,Medium,49,20.0,35,60323.0,0.738971697029368,0.661174745759178,Medium,Good,4,Research,62,25,Good,Suburban,Medium
758,South,Large,23,26.0,40,56428.0,0.852358064217901,0.826810611319325,Low,Excellent,5,Community,118,11,Good,Urban,Medium
759,Central,Medium,46,13.0,32,74578.0,0.5198423633397931,0.6859090618886257,High,Average,7,Community,218,12,Good,Urban,High
760,South,Medium,39,56.0,64,60950.0,0.6028250768756835,0.8511464839269876,High,Poor,8,Teaching,126,14,Average,Urban,High
761,East,Large,30,34.0,64,83041.0,0.686014533688364,0.8718874785340983,High,Good,6,Teaching,50,13,Excellent,Suburban,Low
762,East,Medium,9,39.0,69,81789.0,0.5907914157886084,0.8356969051190014,Low,Excellent,1,Community,138,29,Poor,Rural,Low
763,Central,Medium,33,18.0,26,58293.0,0.7975620749208607,0.8150748110893173,Low,Poor,7,Teaching,96,10,Excellent,Urban,Medium
764,Central,Medium,41,30.0,54,46364.0,0.8676832124214902,0.9123641828832041,Medium,Excellent,3,Community,53,18,Good,Suburban,Medium
765,South,Medium,24,29.0,54,75349.0,0.6695080479723694,0.6275193488464152,Medium,Average,6,Research,277,16,Poor,Rural,Low
766,West,Large,25,28.0,36,40691.0,0.636853040044758,0.7158201680230682,Medium,Average,8,Research,240,5,Average,Suburban,Medium
767,South,Medium,14,28.0,34,70062.0,0.8846202928550265,0.686900617870796,Medium,Poor,7,Research,229,8,Excellent,Urban,Low
768,Central,Medium,9,21.0,68,40931.0,0.6779409731310163,0.9458048867228975,Medium,Excellent,10,Research,59,14,Poor,Suburban,High
769,Central,Large,40,46.0,35,85896.0,0.6956193601797133,0.7362864228834056,Low,Good,6,Community,77,5,Poor,Suburban,Medium
770,North,Small,10,51.0,39,71730.0,0.6406599489367621,0.8564144447341395,Low,Good,9,Research,170,26,Good,Suburban,Medium
771,Central,Large,30,26.0,40,54226.0,0.8638193892048553,0.8396538073583516,High,Poor,9,Research,175,28,Good,Suburban,Medium
772,North,Small,8,46.0,41,53861.0,0.7275821933127403,0.6742284331170821,High,Poor,1,Research,183,24,Excellent,Rural,High
773,West,Large,43,57.0,50,71301.0,0.804869834872658,0.683649188074043,High,Poor,1,Research,204,8,Average,Urban,High
774,South,Large,43,48.0,26,88243.0,0.8247226873403546,0.6984495972435619,High,Excellent,1,Community,297,25,Poor,Rural,Medium
775,South,Medium,39,37.0,36,62766.0,0.6367396167669033,0.7438945473907828,Low,Good,8,Research,189,26,Good,Suburban,Low
776,North,Small,5,50.0,50,76174.0,0.673477732528152,0.6820137729776844,Low,Good,10,Teaching,111,6,Excellent,Suburban,High
777,South,Medium,28,44.0,47,81107.0,0.8393887097625059,0.6068780189613967,Low,Good,7,Teaching,229,16,Good,Urban,Medium
778,Central,Small,40,56.0,42,57695.0,0.6453021406703241,0.9077875698825184,Medium,Poor,3,Teaching,225,28,Excellent,Urban,Medium
779,East,Large,10,57.0,56,81347.0,0.8175740533807405,0.9379634409833093,Medium,Good,2,Teaching,116,4,Good,Rural,High
780,North,Large,45,27.0,62,43121.0,0.8763969290297748,0.7195496354610488,High,Average,4,Teaching,223,12,Average,Rural,Low
781,South,Small,48,23.0,27,58257.0,0.7492841492272028,0.7184774077989154,Medium,Poor,3,Teaching,274,11,Poor,Urban,Medium
782,North,Medium,35,44.0,62,68164.0,0.7966509149807556,0.6024821344710298,Low,Good,7,Community,123,3,Good,Rural,Low
783,North,Medium,24,53.0,27,65491.0,0.8220389248164539,0.8380877409156309,High,Excellent,10,Teaching,144,12,Poor,Suburban,Low
784,East,Medium,28,50.0,54,63165.0,0.8380158595586571,0.88890396351202,High,Poor,8,Research,192,5,Excellent,Suburban,High
785,Central,Medium,29,16.0,25,88714.0,0.6580213351427184,0.651312905126001,Medium,Average,6,Teaching,248,6,Average,Urban,Medium
786,North,Large,40,50.0,54,43748.0,0.5205053836703992,0.6558832222785027,High,Average,3,Community,85,19,Poor,Rural,Medium
787,South,Large,25,22.0,69,73045.0,0.6607505084946959,0.8765291374900032,Medium,Excellent,6,Teaching,191,18,Good,Suburban,Low
788,West,Large,34,27.0,56,66553.0,0.769502491913636,0.8157017619239506,Medium,Excellent,2,Research,297,16,Poor,Urban,High
789,North,Large,28,46.0,52,84331.0,0.6801401543123171,0.6157011951697009,High,Poor,7,Research,161,23,Poor,Rural,High
790,North,Large,48,22.0,45,70497.0,0.7995852603441594,0.8178914466617986,Medium,Poor,10,Community,255,11,Excellent,Suburban,High
791,East,Medium,46,,37,,0.6427929717874655,0.7081212029953181,Medium,Average,7,Community,180,5,Average,Rural,Low
792,Central,Medium,34,40.0,51,79560.0,0.7538976564416118,0.7290538044147961,Medium,Excellent,4,Community,162,9,Average,Rural,Low
793,West,Medium,26,,60,,0.5745679219415898,0.869405996403908,Medium,Poor,8,Community,294,3,Poor,Rural,Medium
794,South,Medium,32,25.0,31,50374.0,0.7997477746579829,0.8838273174354137,High,Average,4,Teaching,159,8,Poor,Urban,High
795,West,Large,11,18.0,46,44675.0,0.7182783875252103,0.7401248193939407,Low,Excellent,7,Teaching,163,6,Excellent,Suburban,Low
796,South,Large,39,18.0,34,41170.0,0.5816257554186403,0.9315035276022241,Low,Average,4,Research,116,4,Poor,Urban,High
797,Central,Large,32,47.0,63,81449.0,0.6167644693991229,0.7422619512832253,Medium,Good,5,Community,175,12,Excellent,Suburban,Low
798,South,Small,18,20.0,39,83485.0,0.799443483432733,0.8701426123305385,Medium,Excellent,7,Community,135,12,Average,Suburban,Medium
799,East,Medium,14,,39,,0.6930404942646082,0.7693570425974906,Medium,Poor,10,Teaching,68,25,Average,Urban,High
800,East,Medium,20,42.0,28,50680.0,0.5864125761572289,0.9141363142827293,Low,Poor,3,Community,276,21,Excellent,Urban,Low
801,East,Large,20,45.0,56,50068.0,0.8869084761481191,0.9177164352775624,Medium,Good,10,Research,253,16,Poor,Suburban,High
802,East,Medium,35,54.0,47,75230.0,0.7860500079267552,0.6305958827548793,High,Excellent,5,Research,231,10,Average,Suburban,Low
803,West,Medium,46,32.0,30,86418.0,0.8828539330159184,0.927772665958579,High,Average,3,Community,118,22,Good,Suburban,Low
804,Central,Large,29,54.0,48,66206.0,0.6708420181441372,0.8889371945321454,High,Poor,5,Research,59,14,Excellent,Rural,Low
805,South,Small,17,54.0,44,40287.0,0.6900401362766881,0.8769587500094334,Low,Good,3,Research,282,13,Average,Suburban,High
806,South,Small,10,43.0,61,62337.0,0.8591820864740076,0.6703189688899328,Medium,Good,10,Teaching,210,9,Average,Urban,Low
807,East,Small,48,18.0,44,60666.0,0.7100197360981538,0.8817917230641327,Medium,Excellent,7,Research,190,7,Average,Urban,Medium
808,East,Large,13,,36,,0.7829115647622669,0.8975464571397629,Medium,Excellent,1,Community,177,12,Good,Urban,High
809,North,Medium,49,17.0,57,89281.0,0.600869150998212,0.7012026170589528,Low,Poor,9,Community,148,5,Good,Suburban,Medium
810,Central,Large,40,16.0,52,75131.0,0.6786905874810563,0.9332910274268132,Low,Good,9,Research,228,18,Good,Suburban,Medium
811,West,Large,47,45.0,32,64535.0,0.549379946324142,0.6174510512397074,Low,Average,5,Community,81,4,Poor,Rural,High
812,South,Medium,24,27.0,25,72528.0,0.5823920143507847,0.6524682386364988,Low,Good,9,Teaching,252,2,Excellent,Rural,Low
813,North,Small,22,12.0,61,78751.0,0.5003773661070524,0.78815339831803,High,Average,10,Research,161,3,Poor,Urban,Medium
814,North,Small,47,37.0,46,56527.0,0.5157060206594641,0.8015273648928083,Low,Average,6,Research,279,26,Good,Rural,High
815,South,Large,25,15.0,30,80975.0,0.8909135292707717,0.8258025291553162,Low,Poor,5,Research,73,12,Excellent,Rural,Low
816,West,Small,8,53.0,45,63853.0,0.5969414780547049,0.6059391952604133,Low,Good,3,Community,84,3,Poor,Urban,High
817,North,Large,37,53.0,56,54758.0,0.7653242838016008,0.9361283711177455,Medium,Average,8,Community,132,4,Poor,Suburban,High
818,North,Large,31,30.0,59,40244.0,0.8356398795198446,0.6156058324569503,Medium,Excellent,4,Research,119,6,Poor,Rural,High
819,Central,Medium,11,37.0,39,43178.0,0.7202641836946257,0.6500716834531908,Medium,Average,10,Community,217,12,Good,Suburban,Low
820,West,Medium,10,49.0,29,71831.0,0.5612578000335825,0.6049050811341199,High,Excellent,3,Community,231,19,Average,Urban,Medium
821,North,Medium,19,10.0,30,42176.0,0.7912465749344666,0.798400451652933,High,Excellent,6,Research,158,10,Excellent,Urban,Medium
822,West,Large,22,45.0,49,77770.0,0.7401005640398333,0.9262934093723403,Low,Good,8,Research,221,1,Good,Rural,High
823,South,Medium,36,30.0,64,73654.0,0.7925002357389501,0.8330815081281624,Medium,Excellent,9,Community,239,17,Excellent,Urban,High
824,East,Small,15,52.0,53,66627.0,0.8078986491428348,0.8879301139681495,High,Average,6,Research,283,16,Good,Urban,Low
825,North,Small,24,44.0,31,86489.0,0.8901641470738981,0.604648421210503,Medium,Excellent,5,Research,148,9,Poor,Urban,High
826,Central,Large,28,22.0,64,84910.0,0.729425312010684,0.7897053544679041,High,Good,2,Research,245,25,Poor,Rural,High
827,South,Large,19,58.0,37,64881.0,0.6366564450762408,0.7608470421269327,High,Poor,2,Research,82,21,Average,Rural,High
828,West,Medium,11,19.0,62,75422.0,0.7593858227600949,0.7746387804772775,Low,Average,9,Community,254,9,Average,Rural,Medium
829,South,Large,25,53.0,42,51984.0,0.5273762836970505,0.6252746148673157,Low,Average,2,Research,105,27,Excellent,Urban,High
830,North,Large,46,56.0,26,63776.0,0.8589589273286345,0.8395523763742576,High,Good,2,Teaching,213,23,Average,Suburban,Medium
831,West,Small,30,19.0,32,57755.0,0.5477524045352787,0.7761271452005221,Low,Good,3,Research,231,9,Average,Urban,Low
832,East,Small,48,55.0,35,47135.0,0.6311371351543273,0.8678020974514423,High,Good,3,Teaching,284,12,Excellent,Rural,Low
833,South,Medium,18,22.0,57,40320.0,0.8262981522504484,0.7698517219216003,High,Good,4,Research,196,23,Good,Suburban,Medium
834,North,Large,41,46.0,62,77422.0,0.7389249513322848,0.6522835726792512,Medium,Average,7,Teaching,220,9,Average,Suburban,Medium
835,Central,Large,25,47.0,51,68635.0,0.6574542081109769,0.8268899339272376,Low,Poor,9,Teaching,61,15,Good,Rural,Medium
836,West,Small,22,,44,,0.6893742637500085,0.6603352267368081,Low,Excellent,2,Research,60,2,Poor,Suburban,Medium
837,South,Large,9,11.0,36,63238.0,0.8418189572808721,0.9053380971741851,Low,Excellent,4,Research,119,11,Average,Suburban,High
838,South,Small,7,31.0,67,61889.0,0.6360017544239569,0.8145906836742345,Medium,Poor,9,Research,189,11,Poor,Rural,Medium
839,East,Medium,27,26.0,55,70313.0,0.8478598739248686,0.655021359244934,Medium,Poor,2,Teaching,268,8,Poor,Suburban,Medium
840,East,Small,30,45.0,51,72535.0,0.5352537723906766,0.9368183201184224,Medium,Poor,10,Community,90,23,Good,Suburban,Medium
841,Central,Large,41,23.0,56,88899.0,0.8107193748834522,0.7814279121673622,Low,Good,1,Community,202,6,Excellent,Rural,High
842,Central,Medium,28,,34,,0.8390190532218946,0.6255144581550792,Low,Average,10,Research,155,21,Average,Suburban,High
843,North,Small,23,44.0,27,79321.0,0.5727270611349355,0.8193915165452734,Low,Average,8,Community,52,20,Good,Suburban,High
844,North,Small,29,,69,,0.6721386129488802,0.6886196174544835,Medium,Average,9,Community,52,7,Excellent,Suburban,Low
845,Central,Medium,25,12.0,51,84327.0,0.5661999098654622,0.8812927081570558,Medium,Good,7,Research,133,3,Poor,Suburban,High
846,Central,Medium,16,56.0,59,81777.0,0.7826416515976871,0.8862377257481666,High,Average,8,Teaching,205,8,Average,Rural,Medium
847,West,Small,45,47.0,55,86250.0,0.7141391072246627,0.9426315745491316,Medium,Good,4,Research,200,18,Poor,Urban,High
848,East,Large,37,26.0,39,47498.0,0.7541293386833284,0.7756543358585762,High,Average,4,Community,225,17,Poor,Urban,High
849,North,Small,8,21.0,40,79404.0,0.5785947867824844,0.7592349079047079,Low,Poor,2,Teaching,244,11,Average,Suburban,Medium
850,East,Medium,46,33.0,37,80130.0,0.5846983448209678,0.8637164619062682,Medium,Excellent,8,Community,219,2,Excellent,Rural,High
